,Rewards,Score,Episode_Length
1331,1,0,12
1332,51,5,62
1333,427,43,438
1334,521,52,532
1335,551,55,562
1336,1,0,12
1337,966,97,977
1338,541,54,552
1339,96,10,107
1340,701,70,712
1341,865,87,876
1342,215,22,226
1343,-6,0,5
1344,342,34,353
1345,48,5,59
1346,61,6,72
1347,98,10,109
1348,65,7,76
1349,262,26,273
1350,72,7,83
1351,111,11,122
1352,159,16,170
1353,61,6,72
1354,90,9,101
1355,851,85,862
1356,178,18,189
1357,212,21,223
1358,341,34,352
1359,170,17,181
1360,83,9,94
1361,2,0,13
1362,271,27,282
1363,71,7,82
1364,11,1,22
1365,151,15,162
1366,266,27,277
1367,286,29,297
1368,13,2,24
1369,121,12,132
1370,441,44,452
1371,111,11,122
1372,117,12,128
1373,551,55,562
1374,1,0,12
1375,61,6,72
1376,11,1,22
1377,331,33,342
1378,71,7,82
1379,292,29,303
1380,961,96,972
1381,81,8,92
1382,0,0,11
1383,11,1,22
1384,721,72,732
1385,52,5,63
1386,92,9,103
1387,22,2,33
1388,226,23,237
1389,77,8,88
1390,221,22,232
1391,1,0,12
1392,758,76,769
1393,476,48,487
1394,171,17,182
1395,51,5,62
1396,101,10,112
1397,146,15,157
1398,746,75,757
1399,982,98,993
1400,32,3,43
1401,91,9,102
1402,61,6,72
1403,831,83,842
1404,78,8,89
1405,76,8,87
1406,606,61,617
1407,1102,110,1113
1408,215,22,226
1409,125,13,136
1410,2,0,13
1411,203,21,214
1412,12,1,23
1413,578,58,589
1414,474,48,485
1415,60,6,71
1416,771,77,782
1417,144,15,155
1418,1,0,12
1419,74,8,85
1420,144,15,155
1421,91,9,102
1422,271,27,282
1423,21,2,32
1424,1,0,12
1425,11,1,22
1426,1,0,12
1427,101,10,112
1428,21,2,32
1429,90,9,101
1430,31,3,42
1431,161,16,172
1432,61,6,72
1433,31,3,42
1434,106,11,117
1435,-4,0,7
1436,46,5,57
1437,5,1,16
1438,271,27,282
1439,91,9,102
1440,181,18,192
1441,31,3,42
1442,483,49,494
1443,263,27,274
1444,21,2,32
1445,183,19,194
1446,57,6,68
1447,91,9,102
1448,118,12,129
1449,361,36,372
1450,771,77,782
1451,371,37,382
1452,81,8,92
1453,131,13,142
1454,225,23,236
1455,118,12,129
1456,1111,111,1122
1457,1211,121,1222
1458,14,2,25
1459,11,1,22
1460,431,43,442
1461,191,19,202
1462,661,66,672
1463,207,21,218
1464,11,1,22
1465,235,24,246
1466,415,42,426
1467,278,28,289
1468,315,32,326
1469,245,25,256
1470,401,40,412
1471,71,7,82
1472,133,14,144
1473,381,38,392
1474,337,34,348
1475,147,15,158
1476,1161,116,1172
1477,53,6,64
1478,361,36,372
1479,61,6,72
1480,327,33,338
1481,86,9,97
1482,15,2,26
1483,281,28,292
1484,781,78,792
1485,31,3,42
1486,61,6,72
1487,450,45,461
1488,1,0,12
1489,1,0,12
1490,217,22,228
1491,211,21,222
1492,67,7,78
1493,571,57,582
1494,71,7,82
1495,61,6,72
1496,171,17,182
1497,56,6,67
1498,34,4,45
1499,344,35,355
1500,361,36,372
1501,21,2,32
1502,-5,0,6
1503,56,6,67
1504,281,28,292
1505,181,18,192
1506,971,97,982
1507,431,43,442
1508,172,17,183
1509,412,41,423
1510,12,1,23
1511,141,14,152
1512,358,36,369
1513,81,8,92
1514,21,2,32
1515,1,0,12
1516,21,2,32
1517,191,19,202
1518,11,1,22
1519,46,5,57
1520,31,3,42
1521,6,1,17
1522,81,8,92
1523,551,55,562
1524,-6,0,5
1525,284,29,295
1526,231,23,242
1527,261,26,272
1528,21,2,32
1529,381,38,392
1530,67,7,78
1531,837,84,848
1532,467,47,478
1533,187,19,198
1534,61,6,72
1535,127,13,138
1536,791,79,802
1537,331,33,342
1538,601,60,612
1539,673,68,684
1540,97,10,108
1541,-3,0,8
1542,253,26,264
1543,183,19,194
1544,1,0,12
1545,94,10,105
1546,195,20,206
1547,185,19,196
1548,181,18,192
1549,24,3,35
1550,343,35,354
1551,43,5,54
1552,113,12,124
1553,63,7,74
1554,151,15,162
1555,45,5,56
1556,684,69,695
1557,448,45,459
1558,181,18,192
1559,475,48,486
1560,765,77,776
1561,35,4,46
1562,383,39,394
1563,101,10,112
1564,123,13,134
1565,11,1,22
1566,381,38,392
1567,34,4,45
1568,1311,131,1322
1569,11,1,22
1570,88,9,99
1571,189,19,200
1572,268,27,279
1573,1451,145,1462
1574,66,7,77
1575,11,1,22
1576,0,0,11
1577,141,14,152
1578,81,8,92
1579,367,37,378
1580,131,13,142
1581,271,27,282
1582,161,16,172
1583,91,9,102
1584,162,16,173
1585,81,8,92
1586,261,26,272
1587,201,20,212
1588,311,31,322
1589,101,10,112
1590,91,9,102
1591,333,34,344
1592,481,48,492
1593,73,8,84
1594,63,7,74
1595,201,20,212
1596,271,27,282
1597,81,8,92
1598,31,3,42
1599,111,11,122
1600,1021,102,1032
1601,346,35,357
1602,608,61,619
1603,271,27,282
1604,359,36,370
1605,229,23,240
1606,261,26,272
1607,701,70,712
1608,2,0,13
1609,218,22,229
1610,605,61,616
1611,102,10,113
1612,56,6,67
1613,121,12,132
1614,1,0,12
1615,36,4,47
1616,33,4,44
1617,162,16,173
1618,22,2,33
1619,33,4,44
1620,52,5,63
1621,137,14,148
1622,1381,138,1392
1623,0,0,11
1624,541,54,552
1625,278,28,289
1626,36,4,47
1627,201,20,212
1628,511,51,522
1629,591,59,602
1630,21,2,32
1631,31,3,42
1632,41,4,52
1633,6,1,17
1634,1,0,12
1635,221,22,232
1636,51,5,62
1637,91,9,102
1638,231,23,242
1639,531,53,542
1640,211,21,222
1641,391,39,402
1642,261,26,272
1643,1952,195,1963
1644,211,21,222
1645,41,4,52
1646,95,10,106
1647,196,20,207
1648,716,72,727
1649,4,1,15
1650,81,8,92
1651,130,13,141
1652,11,1,22
1653,62,6,73
1654,51,5,62
1655,12,1,23
1656,22,2,33
1657,191,19,202
1658,21,2,32
1659,781,78,792
1660,651,65,662
1661,191,19,202
1662,11,1,22
1663,61,6,72
1664,31,3,42
1665,11,1,22
1666,1,0,12
1667,304,31,315
1668,23,3,34
1669,91,9,102
1670,45,5,56
1671,11,1,22
1672,13,2,24
1673,283,29,294
1674,125,13,136
1675,-6,0,5
1676,1761,176,1772
1677,394,40,405
1678,22,2,33
1679,482,48,493
1680,361,36,372
1681,169,17,180
1682,105,11,116
1683,24,3,35
1684,71,7,82
1685,12,1,23
1686,2,0,13
1687,271,27,282
1688,285,29,296
1689,971,97,982
1690,1054,106,1065
1691,401,40,412
1692,96,10,107
1693,16,2,27
1694,111,11,122
1695,891,89,902
1696,183,19,194
1697,113,12,124
1698,223,23,234
1699,213,22,224
1700,230,23,241
1701,561,56,572
1702,178,18,189
1703,58,6,69
1704,421,42,432
1705,329,33,340
1706,751,75,762
1707,181,18,192
1708,-1,0,10
1709,132,13,143
1710,581,58,592
1711,1391,139,1402
1712,321,32,332
1713,365,37,376
1714,21,2,32
1715,1,0,12
1716,381,38,392
1717,85,9,96
1718,1401,140,1412
1719,131,13,142
1720,51,5,62
1721,11,1,22
1722,11,1,22
1723,151,15,162
1724,61,6,72
1725,51,5,62
1726,31,3,42
1727,41,4,52
1728,11,1,22
1729,1,0,12
1730,1,0,12
1731,51,5,62
1732,391,39,402
1733,207,21,218
1734,67,7,78
1735,54,6,65
1736,132,13,143
1737,23,3,34
1738,69,7,80
1739,22,2,33
1740,47,5,58
1741,42,4,53
1742,41,4,52
1743,131,13,142
1744,241,24,252
1745,192,19,203
1746,11,1,22
1747,391,39,402
1748,1,0,12
1749,34,4,45
1750,631,63,642
1751,309,31,320
1752,191,19,202
1753,101,10,112
1754,294,30,305
1755,499,50,510
1756,351,35,362
1757,1981,198,1992
1758,11,1,22
1759,11,1,22
1760,41,4,52
1761,351,35,362
1762,255,26,266
1763,519,52,530
1764,24,3,35
1765,150,15,161
1766,200,20,211
1767,211,21,222
1768,169,17,180
1769,276,28,287
1770,471,47,482
1771,6,1,17
1772,731,73,742
1773,2661,266,2672
1774,201,20,212
1775,1351,135,1362
1776,1061,106,1072
1777,21,2,32
1778,1,0,12
1779,31,3,42
1780,31,3,42
1781,181,18,192
1782,62,6,73
1783,11,1,22
1784,381,38,392
1785,11,1,22
1786,31,3,42
1787,138,14,149
1788,91,9,102
1789,45,5,56
1790,25,3,36
1791,1,0,12
1792,11,1,22
1793,41,4,52
1794,1,0,12
1795,71,7,82
1796,1,0,12
1797,21,2,32
1798,21,2,32
1799,21,2,32
1800,81,8,92
1801,71,7,82
1802,51,5,62
1803,21,2,32
1804,211,21,222
1805,250,25,261
1806,765,77,776
1807,151,15,162
1808,31,3,42
1809,31,3,42
1810,1,0,12
1811,21,2,32
1812,279,28,290
1813,159,16,170
1814,31,3,42
1815,821,82,832
1816,171,17,182
1817,505,51,516
1818,21,2,32
1819,431,43,442
1820,846,85,857
1821,21,2,32
1822,311,31,322
1823,61,6,72
1824,84,9,95
1825,1539,154,1550
1826,1381,138,1392
1827,381,38,392
1828,111,11,122
1829,384,39,395
1830,1133,114,1144
1831,365,37,376
1832,331,33,342
1833,39,4,50
1834,471,47,482
1835,111,11,122
1836,31,3,42
1837,216,22,227
1838,21,2,32
1839,1,0,12
1840,21,2,32
1841,61,6,72
1842,11,1,22
1843,81,8,92
1844,241,24,252
1845,274,28,285
1846,76,8,87
1847,3,1,14
1848,121,12,132
1849,81,8,92
1850,761,76,772
1851,131,13,142
1852,551,55,562
1853,292,29,303
1854,181,18,192
1855,183,19,194
1856,701,70,712
1857,11,1,22
1858,21,2,32
1859,21,2,32
1860,172,17,183
1861,8,1,19
1862,1155,116,1166
1863,611,61,622
1864,494,50,505
1865,19,2,30
1866,196,20,207
1867,268,27,279
1868,144,15,155
1869,169,17,180
1870,18,2,29
1871,268,27,279
1872,421,42,432
1873,75,8,86
1874,78,8,89
1875,88,9,99
1876,42,4,53
1877,91,9,102
1878,3,1,14
1879,72,7,83
1880,12,1,23
1881,906,91,917
1882,615,62,626
1883,1119,112,1130
1884,823,83,834
1885,513,52,524
1886,294,30,305
1887,881,88,892
1888,705,71,716
1889,225,23,236
1890,271,27,282
1891,282,28,293
1892,241,24,252
1893,7,1,18
1894,1082,108,1093
1895,1031,103,1042
1896,163,17,174
1897,151,15,162
1898,441,44,452
1899,32,3,43
1900,111,11,122
1901,1871,187,1882
1902,205,21,216
1903,181,18,192
1904,71,7,82
1905,311,31,322
1906,171,17,182
1907,71,7,82
1908,51,5,62
1909,231,23,242
1910,789,79,800
1911,196,20,207
1912,191,19,202
1913,1061,106,1072
1914,826,83,837
1915,86,9,97
1916,554,56,565
1917,193,20,204
1918,19,2,30
1919,191,19,202
1920,306,31,317
1921,391,39,402
1922,319,32,330
1923,161,16,172
1924,121,12,132
1925,101,10,112
1926,323,33,334
1927,76,8,87
1928,681,68,692
1929,101,10,112
1930,137,14,148
1931,6,1,17
1932,631,63,642
1933,1012,101,1023
1934,125,13,136
1935,163,17,174
1936,2,0,13
1937,3,1,14
1938,511,51,522
1939,11,1,22
1940,232,23,243
1941,901,90,912
1942,201,20,212
1943,141,14,152
1944,61,6,72
1945,84,9,95
1946,227,23,238
1947,17,2,28
1948,1112,111,1123
1949,3,1,14
1950,133,14,144
1951,12,1,23
1952,521,52,532
1953,92,9,103
1954,159,16,170
1955,1,0,12
1956,67,7,78
1957,12,1,23
1958,160,16,171
1959,154,16,165
1960,141,14,152
1961,406,41,417
1962,-4,0,7
1963,211,21,222
1964,134,14,145
1965,44,5,55
1966,234,24,245
1967,-6,0,5
1968,101,10,112
1969,281,28,292
1970,11,1,22
1971,1,0,12
1972,31,3,42
1973,41,4,52
1974,21,2,32
1975,31,3,42
1976,91,9,102
1977,51,5,62
1978,41,4,52
1979,46,5,57
1980,141,14,152
1981,11,1,22
1982,-6,0,5
1983,11,1,22
1984,-4,0,7
1985,131,13,142
1986,211,21,222
1987,71,7,82
1988,221,22,232
1989,61,6,72
1990,21,2,32
1991,51,5,62
1992,71,7,82
1993,231,23,242
1994,55,6,66
1995,361,36,372
1996,121,12,132
1997,255,26,266
1998,215,22,226
1999,1301,130,1312
2000,134,14,145
2001,11,1,22
2002,34,4,45
2003,41,4,52
2004,226,23,237
2005,671,67,682
2006,441,44,452
2007,101,10,112
2008,1,0,12
2009,211,21,222
2010,1,0,12
2011,247,25,258
2012,438,44,449
2013,1161,116,1172
2014,51,5,62
2015,197,20,208
2016,31,3,42
2017,21,2,32
2018,651,65,662
2019,1099,110,1110
2020,97,10,108
2021,411,41,422
2022,659,66,670
2023,1395,140,1406
2024,1221,122,1232
2025,51,5,62
2026,71,7,82
2027,1051,105,1062
2028,281,28,292
2029,50,5,61
2030,811,81,822
2031,1141,114,1152
2032,187,19,198
2033,601,60,612
2034,213,22,224
2035,137,14,148
2036,120,12,131
2037,177,18,188
2038,642,64,653
2039,37,4,48
2040,11,1,22
2041,26,3,37
2042,-5,0,6
2043,41,4,52
2044,392,39,403
2045,1614,162,1625
2046,451,45,462
2047,1,0,12
2048,1,0,12
2049,1,0,12
2050,173,18,184
2051,191,19,202
2052,116,12,127
2053,569,57,580
2054,71,7,82
2055,839,84,850
2056,43,5,54
2057,173,18,184
2058,122,12,133
2059,142,14,153
2060,331,33,342
2061,161,16,172
2062,11,1,22
2063,1301,130,1312
2064,562,56,573
2065,661,66,672
2066,731,73,742
2067,271,27,282
2068,131,13,142
2069,239,24,250
2070,209,21,220
2071,0,0,11
2072,209,21,220
2073,421,42,432
2074,-4,0,7
2075,258,26,269
2076,204,21,215
2077,91,9,102
2078,821,82,832
2079,179,18,190
2080,79,8,90
2081,141,14,152
2082,561,56,572
2083,1,0,12
2084,11,1,22
2085,1,0,12
2086,1,0,12
2087,31,3,42
2088,188,19,199
2089,306,31,317
2090,74,8,85
2091,636,64,647
2092,240,24,251
2093,581,58,592
2094,21,2,32
2095,5,1,16
2096,228,23,239
2097,506,51,517
2098,666,67,677
2099,63,7,74
2100,13,2,24
2101,676,68,687
2102,236,24,247
2103,36,4,47
2104,93,10,104
2105,5,1,16
2106,171,17,182
2107,111,11,122
2108,371,37,382
2109,53,6,64
2110,116,12,127
2111,33,4,44
2112,161,16,172
2113,253,26,264
2114,464,47,475
2115,324,33,335
2116,341,34,352
2117,391,39,402
2118,1,0,12
2119,647,65,658
2120,46,5,57
2121,72,7,83
2122,99,10,110
2123,131,13,142
2124,11,1,22
2125,451,45,462
2126,0,0,11
2127,645,65,656
2128,351,35,362
2129,78,8,89
2130,153,16,164
2131,411,41,422
2132,442,44,453
2133,163,17,174
2134,309,31,320
2135,608,61,619
2136,52,5,63
2137,39,4,50
2138,178,18,189
2139,256,26,267
2140,576,58,587
2141,211,21,222
2142,311,31,322
2143,-3,0,8
2144,86,9,97
2145,71,7,82
2146,401,40,412
2147,291,29,302
2148,696,70,707
2149,606,61,617
2150,1811,181,1822
2151,331,33,342
2152,331,33,342
2153,298,30,309
2154,40,4,51
2155,28,3,39
2156,36,4,47
2157,1,0,12
2158,751,75,762
2159,851,85,862
2160,16,2,27
2161,158,16,169
2162,498,50,509
2163,81,8,92
2164,747,75,758
2165,198,20,209
2166,991,99,1002
2167,286,29,297
2168,-2,0,9
2169,281,28,292
2170,428,43,439
2171,204,21,215
2172,281,28,292
2173,74,8,85
2174,-2,0,9
2175,301,30,312
2176,442,44,453
2177,1042,104,1053
2178,22,2,33
2179,261,26,272
2180,42,4,53
2181,82,8,93
2182,63,7,74
2183,11,1,22
2184,42,4,53
2185,82,8,93
2186,103,11,114
2187,52,5,63
2188,2,0,13
2189,613,62,624
2190,34,4,45
2191,192,19,203
2192,61,6,72
2193,82,8,93
2194,101,10,112
2195,123,13,134
2196,302,30,313
2197,33,4,44
2198,102,10,113
2199,1189,119,1200
2200,1641,164,1652
2201,815,82,826
2202,11,1,22
2203,141,14,152
2204,262,26,273
2205,801,80,812
2206,129,13,140
2207,328,33,339
2208,1,0,12
2209,381,38,392
2210,1112,111,1123
2211,351,35,362
2212,101,10,112
2213,121,12,132
2214,31,3,42
2215,111,11,122
2216,53,6,64
2217,291,29,302
2218,51,5,62
2219,31,3,42
2220,396,40,407
2221,1,0,12
2222,239,24,250
2223,76,8,87
2224,61,6,72
2225,52,5,63
2226,-7,0,4
2227,41,4,52
2228,31,3,42
2229,849,85,860
2230,372,37,383
2231,141,14,152
2232,361,36,372
2233,391,39,402
2234,211,21,222
2235,11,1,22
2236,1,0,12
2237,111,11,122
2238,31,3,42
2239,3,1,14
2240,121,12,132
2241,21,2,32
2242,3,1,14
2243,172,17,183
2244,23,3,34
2245,23,3,34
2246,49,5,60
2247,-4,0,7
2248,71,7,82
2249,31,3,42
2250,1137,114,1148
2251,11,1,22
2252,41,4,52
2253,81,8,92
2254,-8,0,3
2255,191,19,202
2256,221,22,232
2257,435,44,446
2258,477,48,488
2259,181,18,192
2260,185,19,196
2261,191,19,202
2262,61,6,72
2263,165,17,176
2264,21,2,32
2265,91,9,102
2266,91,9,102
2267,69,7,80
2268,-6,0,5
2269,271,27,282
2270,96,10,107
2271,81,8,92
2272,138,14,149
2273,136,14,147
2274,181,18,192
2275,11,1,22
2276,1,0,12
2277,11,1,22
2278,41,4,52
2279,-4,0,7
2280,91,9,102
2281,44,5,55
2282,1,0,12
2283,468,47,479
2284,155,16,166
2285,111,11,122
2286,251,25,262
2287,36,4,47
2288,6,1,17
2289,319,32,330
2290,152,15,163
2291,91,9,102
2292,320,32,331
2293,51,5,62
2294,13,2,24
2295,12,1,23
2296,23,3,34
2297,201,20,212
2298,134,14,145
2299,144,15,155
2300,17,2,28
2301,21,2,32
2302,1064,107,1075
2303,18,2,29
2304,194,20,205
2305,144,15,155
2306,56,6,67
2307,364,37,375
2308,161,16,172
2309,13,2,24
2310,18,2,29
2311,303,31,314
2312,83,9,94
2313,3,1,14
2314,141,14,152
2315,57,6,68
2316,31,3,42
2317,1,0,12
2318,5,1,16
2319,718,72,729
2320,714,72,725
2321,81,8,92
2322,194,20,205
2323,524,53,535
2324,41,4,52
2325,64,7,75
2326,86,9,97
2327,318,32,329
2328,501,50,512
2329,11,1,22
2330,31,3,42
2331,31,3,42
2332,21,2,32
2333,-8,0,3
2334,1,0,12
2335,11,1,22
2336,108,11,119
2337,320,32,331
2338,11,1,22
2339,923,93,934
2340,123,13,134
2341,7,1,18
2342,58,6,69
2343,251,25,262
2344,98,10,109
2345,231,23,242
2346,658,66,669
2347,68,7,79
2348,98,10,109
2349,21,2,32
2350,21,2,32
2351,1,0,12
2352,248,25,259
2353,60,6,71
2354,491,49,502
2355,501,50,512
2356,221,22,232
2357,71,7,82
2358,1241,124,1252
2359,191,19,202
2360,111,11,122
2361,31,3,42
2362,141,14,152
2363,111,11,122
2364,19,2,30
2365,371,37,382
2366,71,7,82
2367,621,62,632
2368,446,45,457
2369,181,18,192
2370,51,5,62
2371,101,10,112
2372,604,61,615
2373,31,3,42
2374,416,42,427
2375,761,76,772
2376,91,9,102
2377,14,2,25
2378,302,30,313
2379,111,11,122
2380,798,80,809
2381,241,24,252
2382,1941,194,1952
2383,81,8,92
2384,631,63,642
2385,418,42,429
2386,246,25,257
2387,171,17,182
2388,785,79,796
2389,846,85,857
2390,1116,112,1127
2391,5,1,16
2392,401,40,412
2393,521,52,532
2394,392,39,403
2395,91,9,102
2396,761,76,772
2397,161,16,172
2398,185,19,196
2399,231,23,242
2400,112,11,123
2401,61,6,72
2402,116,12,127
2403,124,13,135
2404,421,42,432
2405,1,0,12
2406,1,0,12
2407,151,15,162
2408,281,28,292
2409,0,0,11
2410,181,18,192
2411,1,0,12
2412,21,2,32
2413,31,3,42
2414,1,0,12
2415,1,0,12
2416,31,3,42
2417,11,1,22
2418,1,0,12
2419,141,14,152
2420,297,30,308
2421,146,15,157
2422,41,4,52
2423,23,3,34
2424,112,11,123
2425,451,45,462
2426,221,22,232
2427,454,46,465
2428,441,44,452
2429,306,31,317
2430,81,8,92
2431,301,30,312
2432,11,1,22
2433,61,6,72
2434,201,20,212
2435,173,18,184
2436,42,4,53
2437,156,16,167
2438,176,18,187
2439,235,24,246
2440,575,58,586
2441,9,1,20
2442,62,6,73
2443,64,7,75
2444,1,0,12
2445,56,6,67
2446,36,4,47
2447,101,10,112
2448,21,2,32
2449,84,9,95
2450,98,10,109
2451,41,4,52
2452,51,5,62
2453,54,6,65
2454,11,1,22
2455,12,1,23
2456,51,5,62
2457,11,1,22
2458,41,4,52
2459,153,16,164
2460,27,3,38
2461,170,17,181
2462,61,6,72
2463,282,28,293
2464,32,3,43
2465,664,67,675
2466,63,7,74
2467,52,5,63
2468,12,1,23
2469,53,6,64
2470,2,0,13
2471,41,4,52
2472,45,5,56
2473,132,13,143
2474,32,3,43
2475,31,3,42
2476,35,4,46
2477,2771,277,2782
2478,121,12,132
2479,31,3,42
2480,11,1,22
2481,31,3,42
2482,31,3,42
2483,1,0,12
2484,41,4,52
2485,1,0,12
2486,31,3,42
2487,55,6,66
2488,693,70,704
2489,181,18,192
2490,51,5,62
2491,351,35,362
2492,37,4,48
2493,372,37,383
2494,301,30,312
2495,421,42,432
2496,126,13,137
2497,91,9,102
2498,1,0,12
2499,221,22,232
2500,21,2,32
2501,401,40,412
2502,224,23,235
2503,301,30,312
2504,111,11,122
2505,341,34,352
2506,71,7,82
2507,1,0,12
2508,11,1,22
2509,1,0,12
2510,135,14,146
2511,61,6,72
2512,155,16,166
2513,84,9,95
2514,143,15,154
2515,851,85,862
2516,371,37,382
2517,51,5,62
2518,91,9,102
2519,525,53,536
2520,11,1,22
2521,31,3,42
2522,71,7,82
2523,71,7,82
2524,279,28,290
2525,161,16,172
2526,1471,147,1482
2527,10,1,21
2528,81,8,92
2529,451,45,462
2530,1,0,12
2531,1,0,12
2532,299,30,310
2533,191,19,202
2534,431,43,442
2535,151,15,162
2536,834,84,845
2537,436,44,447
2538,191,19,202
2539,1701,170,1712
2540,231,23,242
2541,301,30,312
